Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Company,Exchange,Category,Price,Daily_Return,MA5,MA20,Above_MA20
2020-08-13 00:00:00-04:00,102.23999786376953,103.2300033569336,101.77999877929688,101.83000183105469,82.18002319335938,29500,CCA.TO,Cogeco Communications,TSX,Extra,82.18002319335938,-0.014993244910272652,,,0.0
2020-08-14 00:00:00-04:00,102.0,102.66000366210938,101.48999786376953,101.91999816894531,82.25267028808594,61800,CCA.TO,Cogeco Communications,TSX,Extra,82.25267028808594,0.0008839994429745701,,,0.0
2020-08-17 00:00:00-04:00,102.8499984741211,104.33000183105469,102.02999877929688,103.72000122070312,83.705322265625,82600,CCA.TO,Cogeco Communications,TSX,Extra,83.705322265625,0.01766084885087893,,,0.0
2020-08-18 00:00:00-04:00,103.3499984741211,104.0199966430664,102.8499984741211,103.13999938964844,83.23724365234375,42000,CCA.TO,Cogeco Communications,TSX,Extra,83.23724365234375,-0.00559198149665896,82.96123657226562,,0.0
2020-08-19 00:00:00-04:00,103.08999633789062,105.8499984741211,102.6500015258789,104.2300033569336,84.11691284179688,85200,CCA.TO,Cogeco Communications,TSX,Extra,84.11691284179688,0.010568216231753524,83.09843444824219,,0.0
2020-08-20 00:00:00-04:00,104.2300033569336,104.61000061035156,102.61000061035156,103.62999725341797,83.6326904296875,85800,CCA.TO,Cogeco Communications,TSX,Extra,83.6326904296875,-0.005756540459587178,83.38896789550782,,0.0
2020-08-21 00:00:00-04:00,103.62999725341797,104.91000366210938,103.12999725341797,104.05000305175781,83.97163391113281,55800,CCA.TO,Cogeco Communications,TSX,Extra,83.97163391113281,0.00405276309662983,83.73276062011719,,0.0
2020-08-24 00:00:00-04:00,103.52999877929688,105.61000061035156,103.45999908447266,104.70999908447266,84.5042724609375,85700,CCA.TO,Cogeco Communications,TSX,Extra,84.5042724609375,0.006343077120166241,83.89255065917969,,0.0
2020-08-25 00:00:00-04:00,105.3499984741211,105.3499984741211,102.58000183105469,103.37000274658203,83.4228515625,148200,CCA.TO,Cogeco Communications,TSX,Extra,83.4228515625,-0.012797233405416164,83.92967224121094,,0.0
2020-08-26 00:00:00-04:00,103.25,103.8499984741211,101.9000015258789,102.7699966430664,82.93863677978516,132300,CCA.TO,Cogeco Communications,TSX,Extra,82.93863677978516,-0.005804342259291828,83.69401702880859,,0.0
2020-08-27 00:00:00-04:00,102.19000244140625,103.22000122070312,102.19000244140625,102.63999938964844,82.83369445800781,55200,CCA.TO,Cogeco Communications,TSX,Extra,82.83369445800781,-0.0012653007796110671,83.53421783447266,,0.0
2020-08-28 00:00:00-04:00,102.38999938964844,102.54000091552734,100.16000366210938,100.5199966430664,81.1228256225586,88000,CCA.TO,Cogeco Communications,TSX,Extra,81.1228256225586,-0.020654262092783204,82.9644561767578,,0.0
2020-08-31 00:00:00-04:00,100.01000213623047,100.12000274658203,97.45999908447266,97.77999877929688,78.91154479980469,85900,CCA.TO,Cogeco Communications,TSX,Extra,78.91154479980469,-0.02725842949606272,81.84591064453124,,0.0
2020-09-01 00:00:00-04:00,97.51000213623047,100.16000366210938,97.12000274658203,99.3499984741211,80.1785888671875,139500,CCA.TO,Cogeco Communications,TSX,Extra,80.1785888671875,0.016056510750071418,81.19705810546876,,0.0
2020-09-02 00:00:00-04:00,129.0,132.0,103.5199966430664,114.2699966430664,92.219482421875,975800,CCA.TO,Cogeco Communications,TSX,Extra,92.219482421875,0.15017592258492773,83.05322723388672,,0.0
2020-09-03 00:00:00-04:00,115.25,116.62999725341797,112.05999755859375,113.43000030517578,91.54158782958984,268100,CCA.TO,Cogeco Communications,TSX,Extra,91.54158782958984,-0.0073508826387032045,84.79480590820313,,0.0
2020-09-04 00:00:00-04:00,113.9000015258789,114.98999786376953,110.95999908447266,113.0,91.19458770751953,135000,CCA.TO,Cogeco Communications,TSX,Extra,91.19458770751953,-0.003790628175647015,86.80915832519531,,0.0
2020-09-08 00:00:00-04:00,105.0,108.37999725341797,102.0,106.75,86.15062713623047,277400,CCA.TO,Cogeco Communications,TSX,Extra,86.15062713623047,-0.05530986759286771,88.25697479248046,,0.0
2020-09-09 00:00:00-04:00,106.33000183105469,109.5,105.55000305175781,109.33000183105469,88.2327880859375,130800,CCA.TO,Cogeco Communications,TSX,Extra,88.2327880859375,0.024168842629717524,89.86781463623046,84.48894538879395,1.0
2020-09-10 00:00:00-04:00,110.01000213623047,112.08000183105469,109.33000183105469,110.56999969482422,89.23348999023438,131700,CCA.TO,Cogeco Communications,TSX,Extra,89.23348999023438,0.01134161036963044,89.27061614990234,84.77907371520996,1.0
2020-09-11 00:00:00-04:00,110.83999633789062,111.98999786376953,109.37999725341797,110.4000015258789,89.09630584716797,82900,CCA.TO,Cogeco Communications,TSX,Extra,89.09630584716797,-0.0015373616237739363,88.78155975341797,85.1248878479004,1.0
2020-09-14 00:00:00-04:00,111.45999908447266,114.12000274658203,110.5199966430664,113.2300033569336,91.38018035888672,153900,CCA.TO,Cogeco Communications,TSX,Extra,91.38018035888672,0.02563377336470496,88.81867828369141,85.58126335144043,1.0
2020-09-15 00:00:00-04:00,112.72000122070312,114.37000274658203,112.72000122070312,112.8499984741211,91.07351684570312,110800,CCA.TO,Cogeco Communications,TSX,Extra,91.07351684570312,-0.00335590838165567,89.80325622558594,85.94967308044434,1.0
2020-09-16 00:00:00-04:00,113.94999694824219,116.19999694824219,113.30000305175781,114.0,92.0016098022461,180400,CCA.TO,Cogeco Communications,TSX,Extra,92.0016098022461,0.010190590949895384,90.55702056884766,86.38789138793945,1.0
2020-09-17 00:00:00-04:00,113.12999725341797,114.0,112.05999755859375,113.33999633789062,91.46896362304688,76600,CCA.TO,Cogeco Communications,TSX,Extra,91.46896362304688,-0.005789531078250976,91.00411529541016,86.75549392700195,1.0
